variant,step,reward_mean,training_run_sd,num_training_runs
rlonly,63,0.6009895833333334,0.00937080345889709,3
rlonly,64,0.6029253472222221,0.008554373699428118,3
rlonly,65,0.6009114583333334,0.005886280817827081,3
rlonly,66,0.6056770833333333,0.02291287847477916,3
rlonly,67,0.6055642361111112,0.024143115732109855,3
rlonly,68,0.6070104692760943,0.02053489137873999,3
rlonly,69,0.5997535248316498,0.030343936263668016,3
rlonly,70,0.6035642887205387,0.03435594852565891,3
rlonly,71,0.5990503998316498,0.023871861240957803,3
rlonly,72,0.6047969276094275,0.020936873801232894,3
rlonly,73,0.6009576168430335,0.0070864091436734855,3
rlonly,74,0.6120513668430335,0.008140150867453433,3
rlonly,75,0.615167686287478,0.018977342455867616,3
rlonly,76,0.6263482418430335,0.01982783788905628,3
rlonly,77,0.6240912973985892,0.01968675668097524,3
rlonly,78,0.6299913194444444,0.019229656411167383,3
rlonly,79,0.6212934027777778,0.018688091032939655,3
rlonly,80,0.6143402777777777,0.018402548478655315,3
rlonly,81,0.6067274305555556,0.006329589451033489,3
rlonly,82,0.596796875,0.009650572258776878,3
rlonly,83,0.5973177083333333,0.023679780720563277,3
rlonly,84,0.604179618606702,0.03289995597751342,3
rlonly,85,0.6148567019400352,0.04755476927564321,3
rlonly,86,0.6143705908289242,0.0592245996807822,3
rlonly,87,0.6215754519400353,0.05515766861296771,3
rlonly,88,0.6149261463844797,0.061496102469612346,3
rlonly,89,0.6116927083333333,0.06479871574563016,3
rlonly,90,0.6045052083333333,0.06439532340835256,3
rlonly,91,0.604392361111111,0.0688958627322452,3
rlonly,92,0.6044965277777777,0.07021098639069036,3
rlonly,93,0.6017795138888888,0.06878185584831276,3
rlonly,94,0.600234375,0.06873287843146074,3
rlonly,95,0.5992100694444443,0.06770213479906874,3
rlonly,96,0.600078125,0.07041688335919567,3
rlonly,97,0.5964149305555556,0.07610070274200477,3
rlonly,98,0.6072149332061069,0.07080208097464699,3
rlonly,99,0.6042288220949957,0.06965221045830194,3
rlonly,100,0.5939684054283291,0.07327828808993996,3
echo005,1,0.4549777155887231,0.038982315372476706,3
echo005,2,0.42058991626210346,0.030651351707568303,3
echo005,3,0.42799779490425305,0.019015072410716122,3
echo005,4,0.4461426776376254,0.005014134482009012,3
echo005,5,0.46024950070861687,0.015151730053028641,3
echo005,6,0.4616095825908722,0.011242746951763322,3
echo005,7,0.4996913030492287,0.013391629639421561,3
echo005,8,0.5179167870559627,0.019800497459273585,3
echo005,9,0.5206868079995254,0.01106651423351767,3
echo005,10,0.5246797542153211,0.015517545868036747,3
echo005,11,0.5505359347708767,0.012420918088781758,3
echo005,12,0.5465204649048615,0.011120904279320946,3
echo005,13,0.5710063831147382,0.013653200911769598,3
echo005,14,0.6021018273387241,0.030599836250930865,3
echo005,15,0.6138294463459605,0.031211327262078804,3
echo005,16,0.6173711130126273,0.03817828293892008,3
echo005,17,0.6280200441919191,0.05248539061970783,3
echo005,18,0.6240202370931538,0.05402327276064912,3
echo005,19,0.6132337512025012,0.025795545280221186,3
echo005,20,0.6353493017399267,0.02171969512746277,3
echo005,21,0.6398418838106338,0.012310715256179489,3
echo005,22,0.651158848096348,0.0055419701300811345,3
echo005,23,0.6604725330610747,0.023568749643147646,3
echo005,24,0.6589809465226132,0.03788553436564262,3
echo005,25,0.6384456306191278,0.0495725931160631,3
echo005,26,0.6402042504714976,0.054913020104402764,3
echo005,27,0.6354665084681307,0.05874566771378091,3
echo005,28,0.619824698503404,0.04372319897515116,3
echo005,29,0.6296066289572094,0.036201305370590686,3
echo005,30,0.6304722066128315,0.033802876159094976,3
echo005,31,0.6359640602453103,0.029506577278092035,3
echo005,32,0.6326375661375662,0.024334684104583885,3
echo005,33,0.6411519892144892,0.0035372235132288088,3
echo005,34,0.6408130341880341,0.014351262264010525,3
echo005,35,0.6439581997863248,0.013847323731898842,3
echo005,36,0.642666533119658,0.008248720584397703,3
echo005,37,0.6407828525641026,0.002568363128199423,3
echo005,38,0.6381798878205128,0.016762633199646212,3
echo005,39,0.6369732905982906,0.011304243693538649,3
echo005,40,0.6378732638888889,0.02511313827269221,3
echo005,41,0.6218836805555555,0.021696667889265966,3
echo005,42,0.6138107638888889,0.02172989967437073,3
echo005,43,0.6168402777777778,0.03837140684993118,3
echo005,44,0.6045052083333333,0.039833544785112536,3
echo005,45,0.6098177083333334,0.025178655804397484,3
echo005,46,0.6027604166666667,0.005782716124155601,3
echo005,47,0.6127083333333333,0.004952232218873881,3
echo005,48,0.5997569444444445,0.013481797074508143,3
echo005,49,0.6007812499999999,0.017612177664426774,3
echo005,50,0.5883940972222222,0.039517234536952266,3
echo005,51,0.5994791666666667,0.03534259065479933,3
echo005,52,0.5982291666666667,0.03974022327739431,3
echo005,53,0.5996875,0.017321467323865396,3
echo005,54,0.5945052083333334,0.010823093367582255,3
echo005,55,0.5975040064102565,0.016003892870156834,3
echo005,56,0.596028311965812,0.0084098961112607,3
echo005,57,0.5910890758547009,0.026248297077725587,3
echo005,58,0.5853512286324786,0.015415562252693655,3
echo005,59,0.5894492521367521,0.03815043199182777,3
echo005,60,0.5849053151709401,0.03057772395564918,3
echo005,61,0.5875094818376069,0.0416039780132778,3
echo005,62,0.5776917735042735,0.034942834970555,3
echo005,63,0.5797664262820513,0.04595062992638321,3
echo005,64,0.5755034722222222,0.037549892061201295,3
echo005,65,0.575095486111111,0.049428114653068,3
echo005,66,0.5712065972222221,0.047959194310768845,3
echo005,67,0.5821701388888889,0.049479614398559045,3
echo005,68,0.5823177083333333,0.044565433699890925,3
echo005,69,0.5871701388888889,0.03447359335200692,3
echo005,70,0.5852170138888889,0.030042935012330203,3
echo005,71,0.587439236111111,0.03336084205617057,3
echo005,72,0.5856336805555555,0.033924859417781006,3
echo005,73,0.5766579861111111,0.032634326661053835,3
echo005,74,0.5688975694444445,0.038188151509679975,3
echo005,75,0.5632204861111111,0.019583339104978417,3
echo005,76,0.5523524305555555,0.008493989036609965,3
echo005,77,0.5298697916666667,0.017926410716366907,3
echo005,78,0.5227777777777778,0.024889966911099917,3
echo005,79,0.5188454861111111,0.024908882527064625,3
echo005,80,0.506328125,0.026871933873060316,3
echo005,81,0.5142795138888888,0.030898921273487305,3
echo005,82,0.5136545138888889,0.031218607640881482,3
echo005,83,0.5267621527777778,0.03281442551118414,3
echo005,84,0.5276909722222222,0.03364623981200117,3
echo005,85,0.5292447916666667,0.047297237477045846,3
echo005,86,0.5170746527777778,0.0447523926455011,3
echo005,87,0.5317502332089552,0.051549817779589203,3
echo005,88,0.5344151637645108,0.037384483124654984,3
echo005,89,0.5395714137645108,0.056071562440960315,3
echo005,90,0.5596408582089553,0.04340108577476577,3
echo005,91,0.5660347874204247,0.04653374417592536,3
echo005,92,0.5635987903225806,0.03537321277629917,3
echo005,93,0.5670362903225806,0.03690999023221126,3
echo005,94,0.5640588597670251,0.015559835424706885,3
echo005,95,0.5547619847670251,0.03408863209496657,3
echo005,96,0.5663741251093612,0.03454021978804315,3
echo005,97,0.5804539862204724,0.030368914051178048,3
echo005,98,0.5754539862204725,0.04364875624020137,3
echo005,99,0.5928932223315836,0.04090290356451128,3
echo005,100,0.5964348889982501,0.04111851937288222,3
echo050,1,0.43661908436214,0.01439425400720939,3
echo050,2,0.41520624356995883,0.009333086957966174,3
echo050,3,0.4125245025380689,0.007844403940649692,3
echo050,4,0.4464928876358749,0.014285348498261458,3
echo050,5,0.4577813488732107,0.011021262766427937,3
echo050,6,0.45954159338071104,0.005587373434266055,3
echo050,7,0.4734491062937603,0.004819635656788794,3
echo050,8,0.4962189800207721,0.015775386542387193,3
echo050,9,0.48855918514743557,0.011086786456815509,3
echo050,10,0.48947388249403584,0.025218920227506412,3
echo050,11,0.4995903517940412,0.029999246499938972,3
echo050,12,0.5232033306842706,0.03162512167543455,3
echo050,13,0.5229514906256052,0.023332504624422715,3
echo050,14,0.5287303852342653,0.024649205105633898,3
echo050,15,0.5549717046787097,0.027563677790817066,3
echo050,16,0.5778867093930412,0.01518011118735173,3
echo050,17,0.583927432594137,0.030359609673959707,3
echo050,18,0.6003652552223535,0.02727000416066923,3
echo050,19,0.6079066911319407,0.019169227631146674,3
echo050,20,0.592507385576385,0.026202062009876074,3
echo050,21,0.5846270861204542,0.017678857757069937,3
echo050,22,0.5711266350049687,0.01835164496256403,3
echo050,23,0.5651409357246592,0.028119826857071727,3
echo050,24,0.5610544183926781,0.024447129824287487,3
echo050,25,0.5620493754032602,0.02490335754134978,3
echo050,26,0.5631353200204813,0.019111334491765795,3
echo050,27,0.5627332587330033,0.024468634785024573,3
echo050,28,0.5656920087330034,0.012549995327319473,3
echo050,29,0.5666953262786597,0.016209974014382893,3
echo050,30,0.5690163414902998,0.021280589348305727,3
echo050,31,0.5629367953109402,0.009396532546350419,3
echo050,32,0.5681260514637381,0.025772705124787576,3
echo050,33,0.5694314734722851,0.014087173770102653,3
echo050,34,0.568706473472285,0.01375029385701282,3
echo050,35,0.5616124243269859,0.01500702934227514,3
echo050,36,0.5676919705063455,0.012517877705112522,3
echo050,37,0.5710297756410256,0.007292411118255939,3
echo050,38,0.5748856015281015,0.0015443323546194797,3
echo050,39,0.5914811944768195,0.025121398081030696,3
echo050,40,0.5988366483194989,0.020337952376872567,3
echo050,41,0.6047741483194989,0.030629617923865777,3
echo050,42,0.6083418566528324,0.0264824209347173,3
echo050,43,0.6130330393127649,0.032161556323790724,3
echo050,44,0.6087509880307137,0.03613088664949092,3
echo050,45,0.6155455487898434,0.04105746423561476,3
echo050,46,0.6219551228274637,0.02245754175425246,3
echo050,47,0.6256574465454124,0.031135037921551506,3
echo050,48,0.6254645141977422,0.03505710015025121,3
echo050,49,0.6324089586421866,0.023003087662807793,3
echo050,50,0.6362210487412321,0.020598919629033804,3
echo050,51,0.6421978261993383,0.040174528776071396,3
echo050,52,0.6457090441480563,0.0180059798901711,3
echo050,53,0.6531835374410001,0.02250676471946053,3
echo050,54,0.6639645118678078,0.01966843921379423,3
echo050,55,0.6718136774979904,0.010016216442084317,3
echo050,56,0.680035244909074,0.023662720885283914,3
echo050,57,0.6834467032424071,0.03004316646347857,3
echo050,58,0.6865783893510056,0.037665776876215785,3
echo050,59,0.6781888412062491,0.03861763377968495,3
echo050,60,0.6824240610979522,0.03862955176362548,3
echo050,61,0.6756789894133645,0.03794934618101215,3
echo050,62,0.6807397533022533,0.03500065673048654,3
echo050,63,0.6845712979150479,0.026557573797860865,3
echo050,64,0.68090382996633,0.03211656334883838,3
echo050,65,0.6654809881602914,0.03883211366678472,3
echo050,66,0.6635799464936247,0.028458570496828973,3
echo050,67,0.6594219603825137,0.03239981584682849,3
echo050,68,0.643085154826958,0.03567173957940194,3
echo050,69,0.6486493909380692,0.029369390827798346,3
echo050,70,0.6557031249999999,0.016768710236990572,3
echo050,71,0.643142361111111,0.023339963909403214,3
echo050,72,0.6424826388888888,0.017497235438049517,3
echo050,73,0.6516927083333334,0.01975292603698429,3
echo050,74,0.6450434027777777,0.027685296625342824,3
echo050,75,0.6446527777777779,0.0516093953238318,3
echo050,76,0.6515451388888889,0.040233459176919575,3
echo050,77,0.6393749999999999,0.042271264578053185,3
echo050,78,0.6400173611111111,0.045410247877993984,3
echo050,79,0.647517361111111,0.033879461036681144,3
echo050,80,0.6401475694444444,0.01877460287868466,3
echo050,81,0.6407118055555555,0.031210547289024608,3
echo050,82,0.6495729726702509,0.04120776215238763,3
echo050,83,0.647637208781362,0.040532726695327856,3
echo050,84,0.6556406810035842,0.0241938258414575,3
echo050,85,0.6675764448924731,0.018088900510404966,3
echo050,86,0.667090333781362,0.011371336945445846,3
echo050,87,0.670954861111111,0.011643430792228938,3
echo050,88,0.6650694444444444,0.011220826048497876,3
echo050,89,0.6481510416666666,0.010342148824964254,3
echo050,90,0.6408159722222222,0.013066620883299209,3
echo050,91,0.6402690972222222,0.009258987535798848,3
echo050,92,0.6460416666666666,0.009082682268333492,3
echo050,93,0.6472916666666667,0.015385071967759012,3
echo050,94,0.6491579861111111,0.026678798882698883,3
echo050,95,0.6485069444444446,0.02379372421901725,3
echo050,96,0.6445138888888888,0.03297600356839185,3
echo050,97,0.6375607638888888,0.033148539008265795,3
echo050,98,0.6352864583333333,0.03303958909701588,3
echo050,99,0.6377430555555555,0.030153701197219666,3
echo050,100,0.6494270833333333,0.048609015331806345,3
echo100,1,0.4491337504397206,0.03836189640017588,3
echo100,2,0.43127010576507674,0.030064913431389943,3
echo100,3,0.41701462121422556,0.017927528279513036,3
echo100,4,0.43916328899267976,0.012585191593120897,3
echo100,5,0.4503523463616923,0.007749320899472991,3
echo100,6,0.44752265014580206,0.011207294777522858,3
echo100,7,0.47053280662487645,0.010695094387960721,3
echo100,8,0.4927890771713641,0.009590236006741339,3
echo100,9,0.4845090937057557,0.01017212815623417,3
echo100,10,0.5019154614506651,0.015533278453506957,3
echo100,11,0.50351135629656,0.010564704774431173,3
echo100,12,0.5248526732519562,0.023137323145893177,3
echo100,13,0.5291028956436197,0.021118902262682034,3
echo100,14,0.541446392507419,0.02426766098283863,3
echo100,15,0.5384397637195402,0.019924662211670774,3
echo100,16,0.5873312626760101,0.021242035925862896,3
echo100,17,0.5738388373871166,0.025519363693717566,3
echo100,18,0.5900412535767254,0.02117272534325826,3
echo100,19,0.6010812289351484,0.024499241769421577,3
echo100,20,0.599873316477236,0.014316063622365758,3
echo100,21,0.5792378271361507,0.004582468268459597,3
echo100,22,0.5843562792977816,0.020038012161803214,3
echo100,23,0.5757213598967706,0.019807878336329316,3
echo100,24,0.5805430685996531,0.005185798545394689,3
echo100,25,0.5898139019329864,0.016747935446278076,3
echo100,26,0.600391553448138,0.04846481990889354,3
echo100,27,0.6071841498117322,0.042471238196746024,3
echo100,28,0.6109910268847006,0.0403475252511622,3
echo100,29,0.6048491504637338,0.043895727851244536,3
echo100,30,0.6015852615748449,0.03291110623478666,3
echo100,31,0.5840439877478655,0.013163706159943356,3
echo100,32,0.574912043303421,0.03360217350954064,3
echo100,33,0.5952605056050083,0.02589745737418974,3
echo100,34,0.5944959511008704,0.010325861495352603,3
echo100,35,0.5960095728957423,0.01624373503608793,3
echo100,36,0.5959740017473777,0.018241110949506405,3
echo100,37,0.5998108073029332,0.03293179696076621,3
echo100,38,0.5769189422235682,0.02441951947191767,3
echo100,39,0.5747488033346793,0.021725604395271398,3
echo100,40,0.5798888941466451,0.01250003438854871,3
echo100,41,0.6065504807692308,0.012810366321181557,3
echo100,42,0.6121396649337102,0.019892210221627165,3
echo100,43,0.6265325045006392,0.03482452207325943,3
echo100,44,0.6385204852698702,0.023165548622401413,3
echo100,45,0.6390889948852547,0.041769224190462126,3
echo100,46,0.6212842406117504,0.03614934720453019,3
echo100,47,0.6218495703361598,0.022631933118425172,3
echo100,48,0.6292536057692307,0.009927753710967758,3
echo100,49,0.6289322916666666,0.02500457043725676,3
echo100,50,0.6239409722222221,0.03880593113378809,3
echo100,51,0.6388454861111111,0.05207894729796078,3
echo100,52,0.6339913712686567,0.06208482898193046,3
echo100,53,0.6407622046019901,0.06297508074770858,3
echo100,54,0.6490174129353234,0.0573522678405461,3
echo100,55,0.6651837168325042,0.03340617121806108,3
echo100,56,0.6608781612769485,0.0311481856876282,3
echo100,57,0.6677125338297879,0.022969205262996617,3
echo100,58,0.6695354504964546,0.021081665583250225,3
echo100,59,0.6722177421631211,0.020053410950170967,3
echo100,60,0.670200743821496,0.017212943775180838,3
echo100,61,0.6805329972116971,0.018422226320216936,3
echo100,62,0.6936655867235345,0.02200407726567806,3
echo100,63,0.6839173228346457,0.02003476101656765,3
echo100,64,0.693795795056868,0.012114010992215015,3
echo100,65,0.6979885033902011,0.022588815497225,3
echo100,66,0.6990104166666667,0.023188301943117936,3
echo100,67,0.6930771857923498,0.016111490223960686,3
echo100,68,0.6770268385701276,0.008004336747742306,3
echo100,69,0.6609764913479053,0.010466171880048397,3
echo100,70,0.6415754496812386,0.019522529431625794,3
echo100,71,0.6244921163479052,0.03640581106090094,3
echo100,72,0.6153125,0.04779037506655224,3
echo100,73,0.6258333333333334,0.05735216384496451,3
echo100,74,0.6230034722222223,0.0668148191730366,3
echo100,75,0.6318229166666667,0.058186454780861804,3
echo100,76,0.637404513888889,0.060410163383229055,3
echo100,77,0.6438281250000001,0.0577571232059993,3
echo100,78,0.6578732638888889,0.03628658704006482,3
echo100,79,0.6611284722222223,0.022021248673879272,3
echo100,80,0.6602777777777779,0.03307502180526844,3
echo100,81,0.6590008012820513,0.02785860782153359,3
echo100,82,0.6454330929487179,0.034502902768978584,3
echo100,83,0.6222994123931623,0.027991475886536304,3
echo100,84,0.619104967948718,0.03554138954937144,3
echo100,85,0.6182716346153846,0.035522822910383195,3
echo100,86,0.6191059027777778,0.04084492698313369,3
echo100,87,0.6337152777777778,0.04617727493960425,3
echo100,88,0.6557465277777778,0.03571986802489415,3
echo100,89,0.6635069444444445,0.038062034729831336,3
echo100,90,0.6639756944444444,0.04192372959326567,3
echo100,91,0.6495746527777778,0.05176395785931553,3
echo100,92,0.6350434027777777,0.05923997996333332,3
echo100,93,0.61734375,0.06694110585914931,3
echo100,94,0.5996278745446265,0.07662662687521021,3
echo100,95,0.5890102690919518,0.08200228404121507,3
echo100,96,0.6002863107586184,0.0757554890063944,3
echo100,97,0.6133939496475073,0.07749171887787909,3
echo100,98,0.6294616579808405,0.07264325893273152,3
echo100,99,0.6423771862139916,0.06785298430914119,3
echo100,100,0.6575347222222222,0.060856908587639674,3
