independent_run,run,step,population,rollouts,unique_tasks,reward_mean,reward_std,reward_p10,reward_median,reward_p90,success_rate,turns_mean,turns_std,ran_out_of_turns_rate,grounding_mean,invalid_actions_mean,invalid_action_rate,unrecognized_feedback_rate,adjacent_action_repeat_rate,completion_tokens_mean,prompt_tokens_processed_mean,generation_seconds_mean,policy_version_mean,policy_version_max,error_rate
2,always_on/echo_0.05,6,all_candidates,207,27,0.563768115942029,0.40050246743686907,0.0,0.5,1.0,0.4057971014492754,14.61352657004831,7.257540514980865,0.5990338164251208,0.7573683897336699,4.4106280193236715,0.3018181818181818,0.22644628099173553,0.2689850958126331,77.85507246376811,23499.82125603865,62.73380831589446,4.681159420289855,5.0,0.0
2,always_on/echo_0.05,6,retained_trainable,125,16,0.5076,0.36986786829893725,0.0,0.5,1.0,0.296,16.864,5.587620602725278,0.712,0.7425956452216513,4.64,0.27514231499051234,0.21394686907020874,0.3020675743822491,89.688,27705.608,72.48209221076965,4.496,5.0,0.0
2,always_on/echo_0.05,7,all_candidates,208,30,0.5873397435897436,0.4116622235324671,0.0,0.5,1.0,0.4375,13.70673076923077,7.640702802238167,0.5480769230769231,0.7628087119956464,4.211538461538462,0.30726061031217117,0.23325149070501577,0.20734014377601212,80.1201923076923,22171.71153846154,59.15246049486674,5.7548076923076925,6.0,0.0
2,always_on/echo_0.05,7,retained_trainable,130,18,0.5641025641025641,0.40624116841662206,0.0,0.5,1.0,0.3923076923076923,15.5,6.3382234832070194,0.6153846153846154,0.6944215713898972,5.5,0.3548387096774194,0.2640198511166253,0.1946949602122016,91.3076923076923,24797.492307692308,66.5545980820289,5.630769230769231,6.0,0.0
2,always_on/echo_0.05,8,all_candidates,207,28,0.682608695652174,0.37422779447462645,0.0,1.0,1.0,0.5217391304347826,12.381642512077295,7.8662890604367774,0.4782608695652174,0.7849836706187943,3.603864734299517,0.29106515801794774,0.21615294576667968,0.2194397283531409,72.07246376811594,20377.35265700483,54.35405158996582,6.714975845410628,7.0,0.0
2,always_on/echo_0.05,8,retained_trainable,128,16,0.51796875,0.37604951154674915,0.0,0.5,1.0,0.2890625,16.296875,6.307683032173937,0.7109375,0.7242007367122257,4.9609375,0.3044103547459252,0.22914669223394055,0.2379979570990807,94.5234375,27410.1796875,72.36498037725687,6.5,7.0,0.0
2,always_on/echo_0.05,9,all_candidates,188,25,0.5976950354609929,0.41707144213874653,0.0,0.5833333333333333,1.0,0.4734042553191489,13.164893617021276,7.852323242699042,0.5319148936170213,0.860056275771232,2.5,0.1898989898989899,0.1406060606060606,0.17708788806296458,74.67021276595744,21979.877659574468,57.63983785345199,7.680851063829787,8.0,0.0
2,always_on/echo_0.05,9,retained_trainable,125,16,0.5189333333333332,0.40940794108348977,0.0,0.5,1.0,0.36,15.744,6.201811348307847,0.648,0.8323366156719099,2.8,0.17784552845528456,0.14227642276422764,0.18773738469886056,91.024,26422.416,67.97179857254028,7.552,8.0,0.0
2,always_on/echo_0.05,10,all_candidates,220,29,0.6658333333333333,0.3773787349546336,0.0,1.0,1.0,0.509090909090909,12.831818181818182,7.687290949922497,0.4818181818181818,0.8047984348461058,3.3136363636363635,0.25823591923485656,0.18278427205100956,0.1317710334229735,71.99090909090908,21375.97272727273,56.89939670237628,8.709090909090909,9.0,0.0
2,always_on/echo_0.05,10,retained_trainable,134,18,0.6043532338308458,0.3782538715097259,0.0,0.5833333333333333,1.0,0.41044776119402987,14.955223880597014,6.562973561184203,0.5746268656716418,0.762052532982423,4.17910447761194,0.27944111776447106,0.19111776447105788,0.13422459893048128,84.68656716417911,25096.559701492537,66.55799069511356,8.73134328358209,9.0,0.0
2,always_on/echo_0.05,11,all_candidates,201,27,0.6833333333333333,0.39121078934839987,0.0,1.0,1.0,0.5323383084577115,12.64179104477612,7.708691532962489,0.4626865671641791,0.8423504325137798,2.5472636815920398,0.20149547422274694,0.14049586776859505,0.16324786324786325,78.03980099502488,20960.935323383084,55.61293012585806,9.661691542288557,10.0,0.0
2,always_on/echo_0.05,11,retained_trainable,128,15,0.600390625,0.382508537734633,0.0,0.7083333333333333,1.0,0.3671875,16.28125,5.573286592083705,0.625,0.7861715286347639,3.7421875,0.2298464491362764,0.1665067178502879,0.15950920245398773,103.5,27369.1953125,72.11459955386817,9.5625,10.0,0.0
2,always_on/echo_0.05,12,all_candidates,225,29,0.6042222222222222,0.4294391404013402,0.0,0.75,1.0,0.49777777777777776,13.071111111111112,7.749082303293073,0.49333333333333335,0.8882165807284486,1.7955555555555556,0.13736824209452567,0.10778646718803128,0.19955817378497792,72.70666666666666,21998.53777777778,58.157182185914785,10.702222222222222,11.0,0.0
2,always_on/echo_0.05,12,retained_trainable,123,16,0.5551490514905149,0.41491572527980447,0.0,0.5,1.0,0.3983739837398374,15.577235772357724,6.25736396105895,0.5853658536585366,0.8789717295493933,1.9593495934959348,0.12578288100208768,0.10334029227557412,0.19576129392080313,89.52032520325203,26613.959349593497,69.86044269460973,10.674796747967479,11.0,0.0
2,always_on/echo_0.05,13,all_candidates,241,34,0.7912863070539419,0.3157903074904232,0.25,1.0,1.0,0.6680497925311203,10.423236514522822,7.659461069933068,0.33195020746887965,0.8931229352416871,1.7053941908713692,0.16361464968152867,0.11743630573248408,0.14398943196829592,62.655601659751035,17126.116182572616,45.83256772939595,11.759336099585063,12.0,0.0
2,always_on/echo_0.05,13,retained_trainable,128,16,0.64609375,0.3365694758059186,0.2,0.5,1.0,0.421875,15.125,6.48796963618049,0.578125,0.8276011857402144,2.90625,0.1921487603305785,0.1446280991735537,0.13993362831858408,94.296875,26084.1875,67.26096700504422,11.5625,12.0,0.0
2,always_on/echo_0.05,14,all_candidates,235,31,0.7239007092198582,0.3408092990530188,0.25,1.0,1.0,0.5574468085106383,12.608510638297872,7.488994188274851,0.44680851063829785,0.8343069991474248,2.7191489361702126,0.21565980425244685,0.16773540330745865,0.1598240469208211,70.93617021276596,21008.96170212766,54.86639276768299,12.72340425531915,13.0,0.0
2,always_on/echo_0.05,14,retained_trainable,128,16,0.6368489583333333,0.32774384173852306,0.2,0.5,1.0,0.390625,16.3125,5.3058782260809565,0.6171875,0.8046270136113887,3.6328125,0.22270114942528735,0.17576628352490423,0.14285714285714285,94.2890625,27962.6171875,72.0674276649952,12.5625,13.0,0.0
2,always_on/echo_0.05,15,all_candidates,215,28,0.7212403100775193,0.34658691931269353,0.25,1.0,1.0,0.5534883720930233,12.916279069767441,7.466045004896723,0.46511627906976744,0.8436935701317586,2.516279069767442,0.19481454807346058,0.14187972632337054,0.15105386416861827,75.05116279069767,21651.38139534884,58.406002910747084,13.711627906976744,14.0,0.0
2,always_on/echo_0.05,15,retained_trainable,132,17,0.648989898989899,0.3519412110844448,0.0,0.6666666666666666,1.0,0.4090909090909091,15.916666666666666,6.155856618462674,0.6212121212121212,0.822530294001586,3.143939393939394,0.19752498810090433,0.15135649690623512,0.15540883697308278,92.8409090909091,27349.545454545456,72.27956631147501,13.666666666666666,14.0,0.0
2,always_on/echo_0.05,16,all_candidates,303,40,0.7555555555555555,0.38191051454452984,0.0,1.0,1.0,0.66996699669967,10.349834983498349,7.636744051540758,0.3201320132013201,0.9294736064603183,1.056105610561056,0.10204081632653061,0.08418367346938775,0.19202259089304624,58.1056105610561,16767.21782178218,43.50767516145612,14.792079207920793,15.0,0.0
2,always_on/echo_0.05,16,retained_trainable,128,16,0.6088541666666667,0.382386384156385,0.0,0.6,1.0,0.40625,14.8515625,6.5157139906992345,0.5703125,0.8705281925676662,2.015625,0.135718043135192,0.11467648605996844,0.1985335589396503,84.4765625,25280.078125,63.60319035500288,14.75,15.0,0.0
2,always_on/echo_0.05,17,all_candidates,282,37,0.7384751773049646,0.33911382621487246,0.25,1.0,1.0,0.5851063829787234,11.574468085106384,7.801831065812557,0.4148936170212766,0.8627664628125731,2.265957446808511,0.1957720588235294,0.14460784313725492,0.14989939637826963,66.4645390070922,19096.521276595744,50.691473500948426,15.74468085106383,16.0,0.0
2,always_on/echo_0.05,17,retained_trainable,128,16,0.576953125,0.3301154646861558,0.0,0.5,1.0,0.2890625,16.5703125,5.870588228818621,0.7109375,0.7992989023011517,3.703125,0.22347949080622348,0.173974540311174,0.14952333166081286,95.8125,28445.578125,73.7852118499577,15.625,16.0,0.0
2,always_on/echo_0.05,18,all_candidates,248,34,0.7685483870967742,0.34656991565923734,0.0,1.0,1.0,0.6370967741935484,10.72983870967742,7.852187694323707,0.3629032258064516,0.8867848026371633,1.7661290322580645,0.16459977452085683,0.13152950018789927,0.15706589307915458,64.56854838709677,17975.50806451613,47.04298911363848,16.68548387096774,17.0,0.0
2,always_on/echo_0.05,18,retained_trainable,128,16,0.5703125,0.383242389008104,0.0,0.5,1.0,0.34375,15.859375,6.533249544397872,0.65625,0.835213044797265,2.921875,0.18423645320197043,0.14187192118226602,0.16298633017875921,94.3671875,27616.53125,70.04569172300398,16.6875,17.0,0.0
2,always_on/echo_0.05,19,all_candidates,205,26,0.7508130081300812,0.34338801402738567,0.2833333333333335,1.0,1.0,0.6146341463414634,12.804878048780488,6.985767804214237,0.3951219512195122,0.8849876651828626,1.8780487804878048,0.14666666666666667,0.12,0.16033057851239668,75.36585365853658,21233.648780487805,56.24534579021175,17.658536585365855,18.0,0.0
2,always_on/echo_0.05,19,retained_trainable,128,16,0.6653645833333334,0.3366412001442316,0.3083333333333334,0.5,1.0,0.453125,15.4296875,6.217017464375,0.5625,0.8599622243887434,2.4765625,0.16050632911392404,0.13164556962025317,0.1537628586897672,93.53125,26451.640625,68.46087972261012,17.6875,18.0,0.0
2,always_on/echo_0.05,20,all_candidates,217,29,0.790937019969278,0.31307861762806766,0.3333333333333333,1.0,1.0,0.6451612903225806,10.764976958525345,7.913417942002982,0.35023041474654376,0.8862400757137598,1.9216589861751152,0.17851027397260275,0.1523972602739726,0.12836243511090137,68.61751152073732,18059.483870967742,47.87522530335985,18.774193548387096,19.0,0.0
2,always_on/echo_0.05,20,retained_trainable,130,17,0.7337179487179488,0.30507435961011004,0.3333333333333333,1.0,1.0,0.5076923076923077,14.930769230769231,6.189555049918882,0.4846153846153846,0.8562622802298916,2.5846153846153848,0.1731066460587326,0.1561051004636785,0.13362782992821645,97.23846153846154,25507.346153846152,66.61362968591543,18.630769230769232,19.0,0.0
2,always_on/echo_0.05,21,all_candidates,278,37,0.7907074340527578,0.3130434190187327,0.25,1.0,1.0,0.658273381294964,10.816546762589928,7.5844511249343745,0.3345323741007194,0.8674147064542024,2.1690647482014387,0.20053209178583306,0.1616228799467908,0.13008427995602784,66.08273381294964,17832.34892086331,47.00246021130102,19.827338129496404,20.0,0.0
2,always_on/echo_0.05,21,retained_trainable,128,16,0.6391927083333333,0.3278361151841783,0.29333333333333345,0.6666666666666666,1.0,0.3828125,15.703125,6.119077972568661,0.6015625,0.8028868122506256,3.5234375,0.2243781094527363,0.18606965174129353,0.12911795961742828,97.2421875,27141.7265625,69.04676399379969,19.6875,20.0,0.0
2,always_on/echo_0.05,22,all_candidates,207,28,0.7008856682769726,0.3892000402213357,0.0,1.0,1.0,0.5700483091787439,12.033816425120772,7.62615740325671,0.43478260869565216,0.8736661620719591,2.178743961352657,0.18105178643115213,0.1437173825772782,0.10464098073555167,75.58454106280193,19886.632850241545,52.22813147047292,20.681159420289855,21.0,0.0
2,always_on/echo_0.05,22,retained_trainable,128,15,0.6256510416666666,0.3896941817777306,0.0,0.7083333333333333,1.0,0.4296875,15.2578125,6.236543130199915,0.578125,0.8329336028554779,3.0859375,0.20225294418842807,0.16180235535074244,0.09863013698630137,97.703125,25642.171875,66.0558981243521,20.5625,21.0,0.0
2,always_on/echo_0.05,23,all_candidates,239,31,0.8188284518828451,0.2886932096006475,0.25,1.0,1.0,0.6736401673640168,10.95397489539749,7.392321506441659,0.3263598326359833,0.9016570837208298,1.707112970711297,0.15584415584415584,0.12605042016806722,0.14123581336696092,66.46443514644352,18247.94979079498,48.407228888826886,21.719665271966527,22.0,0.0
2,always_on/echo_0.05,23,retained_trainable,128,16,0.75546875,0.2946138993969598,0.3333333333333333,1.0,1.0,0.515625,14.421875,6.471825205023309,0.484375,0.8641691220850228,2.4765625,0.17172264355362946,0.14626218851570963,0.13445867287543656,89.1484375,24999.921875,64.39192903414369,21.6875,22.0,0.0
2,always_on/echo_0.05,24,all_candidates,304,40,0.8381030701754386,0.28188176602932974,0.3333333333333333,1.0,1.0,0.7138157894736842,10.384868421052632,7.333227011605437,0.2730263157894737,0.9037877143654601,1.555921052631579,0.14982578397212543,0.11023123218245169,0.1331931300385559,65.57894736842105,16542.60855263158,43.50147970491334,22.776315789473685,23.0,0.0
2,always_on/echo_0.05,24,retained_trainable,128,16,0.6936197916666667,0.3260541204607006,0.25,0.8,1.0,0.4453125,15.3203125,5.870920916035554,0.515625,0.8427488620058884,2.7265625,0.17797042325344212,0.14533401325854156,0.12438625204582651,101.4609375,25702.5625,66.16394504904747,22.625,23.0,0.0
2,always_on/echo_0.05,25,all_candidates,264,35,0.7551136363636364,0.372214892878719,0.2,1.0,1.0,0.678030303030303,10.617424242424242,7.7029018165737995,0.3333333333333333,0.8865615748135801,1.7159090909090908,0.16161255797359972,0.1248662147698894,0.11303662859393462,65.34848484848484,17689.727272727272,46.49305404045365,23.833333333333332,24.0,0.0
2,always_on/echo_0.05,25,retained_trainable,122,15,0.5930327868852459,0.42176034167553744,0.0,0.625,1.0,0.48360655737704916,15.442622950819672,6.247687021620801,0.5327868852459017,0.8574739100233315,2.4672131147540983,0.1597664543524416,0.1332271762208068,0.10669693530079455,97.72950819672131,26912.467213114753,68.26528430766747,23.65573770491803,24.0,0.0
2,always_on/echo_0.05,26,all_candidates,304,41,0.7983004385964912,0.3148810442331381,0.3333333333333333,1.0,1.0,0.6644736842105263,11.105263157894736,7.381215395869545,0.3190789473684211,0.884529793151804,1.9539473684210527,0.1759478672985782,0.13536729857819904,0.09635416666666667,73.25986842105263,18454.98355263158,48.25837333814094,24.75,25.0,0.0
2,always_on/echo_0.05,26,retained_trainable,130,17,0.6988461538461538,0.32845265605796503,0.3333333333333333,0.8,1.0,0.46153846153846156,15.423076923076923,5.56619658103253,0.5,0.8454826868178261,2.6,0.1685785536159601,0.14214463840399003,0.09333333333333334,106.73846153846154,26689.80769230769,67.85506694133466,24.692307692307693,25.0,0.0
2,always_on/echo_0.05,27,all_candidates,216,28,0.7842592592592593,0.30870292608047095,0.3333333333333333,1.0,1.0,0.625,11.300925925925926,7.53493094380077,0.37037037037037035,0.8628613541807987,2.2453703703703702,0.1986890618598935,0.15813191315034822,0.0898876404494382,70.47222222222223,19072.296296296296,50.608052970082674,25.64814814814815,26.0,0.0
2,always_on/echo_0.05,27,retained_trainable,132,17,0.6532828282828282,0.3310238135331166,0.18333333333333354,0.6666666666666666,1.0,0.4015151515151515,15.5,6.196895605988143,0.5909090909090909,0.8260851417101417,3.272727272727273,0.21114369501466276,0.16617790811339198,0.0851619644723093,98.62121212121212,27369.053030303032,70.5149958801992,25.545454545454547,26.0,0.0
2,always_on/echo_0.05,28,all_candidates,462,60,0.8264430014430014,0.30931315086582245,0.25,1.0,1.0,0.7294372294372294,9.891774891774892,7.21059056737232,0.2619047619047619,0.9082372441807125,1.4393939393939394,0.14551422319474835,0.1111597374179431,0.11392405063291139,61.81818181818182,16209.248917748917,42.614552389491685,26.852813852813853,27.0,0.0
2,always_on/echo_0.05,28,retained_trainable,128,16,0.5454427083333333,0.35543104481803883,0.0,0.5,1.0,0.2734375,17.15625,4.791655344189521,0.6953125,0.8446665855845543,2.921875,0.1703096539162113,0.13979963570127504,0.09864603481624758,112.046875,31380.1640625,76.81876935996115,26.8125,27.0,0.0
2,always_on/echo_0.05,29,all_candidates,354,38,0.809322033898305,0.3285165804434324,0.25,1.0,1.0,0.7005649717514124,10.44915254237288,7.411165943206762,0.3050847457627119,0.8779864161728438,1.9576271186440677,0.1873479318734793,0.13598269802649365,0.09865470852017937,66.08474576271186,16899.533898305086,43.737465017932955,27.80225988700565,28.0,0.0
2,always_on/echo_0.05,29,retained_trainable,126,13,0.6587301587301587,0.3795460151636507,0.0,0.8,1.0,0.4444444444444444,15.46031746031746,6.074472729944386,0.5714285714285714,0.8613437921072817,2.626984126984127,0.16991786447638604,0.1324435318275154,0.0938529088913282,100.15079365079364,26678.944444444445,67.25318510381003,27.80952380952381,28.0,0.0
2,always_on/echo_0.05,30,all_candidates,439,58,0.8473044798785118,0.2899976839951097,0.33333333333333326,1.0,1.0,0.7562642369020501,9.469248291571754,7.171402148418549,0.23234624145785876,0.9088253950632914,1.3940774487471526,0.14722155400529227,0.11041616550396921,0.12318450779989241,61.41913439635535,15419.097949886105,39.2333595557202,28.88382687927107,29.0,0.0
2,always_on/echo_0.05,30,retained_trainable,128,16,0.5973958333333333,0.349748405975837,0.0,0.6,1.0,0.34375,16.5078125,5.206660538660433,0.6171875,0.8471208273634261,2.8359375,0.17179365830572646,0.13393279697113109,0.10579345088161209,109.3828125,29830.0625,72.43038046360016,28.8125,29.0,0.0
2,always_on/echo_0.05,31,all_candidates,329,43,0.7990881458966564,0.32056210024388887,0.25,1.0,1.0,0.6747720364741642,10.556231003039514,7.580812791038796,0.3130699088145897,0.8867034936564988,1.7720364741641337,0.1678663979268644,0.12266052404261446,0.1227735368956743,66.00607902735563,17624.58662613982,45.69803197767959,29.793313069908816,30.0,0.0
2,always_on/echo_0.05,31,retained_trainable,128,15,0.67109375,0.33355776542842497,0.1400000000000002,0.6666666666666666,1.0,0.4140625,15.84375,5.709692280456101,0.5546875,0.8741384673521139,2.328125,0.14694280078895464,0.1208086785009862,0.12052631578947369,104.0859375,28133.796875,71.06739323213696,29.75,30.0,0.0
2,always_on/echo_0.05,32,all_candidates,413,50,0.8654156577885392,0.26882034009948297,0.34666666666666685,1.0,1.0,0.7627118644067796,10.24455205811138,7.104256515265982,0.23728813559322035,0.9206803082881615,1.225181598062954,0.11959347671945167,0.09217679035688962,0.11864850707176532,83.20096852300242,16883.98789346247,47.15144116133812,30.811138014527845,31.0,0.0
2,always_on/echo_0.05,32,retained_trainable,128,14,0.6360677083333334,0.34087037125411024,0.0,0.6666666666666666,1.0,0.3515625,17.0,4.574043615882997,0.6484375,0.8605661399721601,2.5703125,0.15119485294117646,0.11443014705882353,0.1025390625,172.328125,31280.828125,87.12853364646435,30.625,31.0,0.0
2,always_on/echo_0.05,33,all_candidates,580,73,0.8604597701149426,0.27448450345043146,0.3333333333333333,1.0,1.0,0.7706896551724138,9.172413793103448,7.167305873474892,0.22413793103448276,0.9244178519590205,1.1310344827586207,0.12330827067669173,0.08477443609022556,0.1409282700421941,55.265517241379314,14949.667241379311,38.96588958131856,31.877586206896552,32.0,0.0
2,always_on/echo_0.05,33,retained_trainable,128,17,0.6333333333333333,0.3097728222244309,0.25,0.6666666666666666,1.0,0.3359375,16.9140625,4.746754390748878,0.6328125,0.8887228669512677,2.1328125,0.12609699769053118,0.09515011547344111,0.11585665193912617,108.5390625,30661.3046875,74.47322568669915,31.75,32.0,0.0
2,always_on/echo_0.05,34,all_candidates,433,52,0.8351424172440339,0.2778518101820825,0.3333333333333333,1.0,1.0,0.7090069284064665,9.725173210161662,7.585432679965238,0.279445727482679,0.9189472741821894,1.3094688221709008,0.13464735217288054,0.09522678698646403,0.12334568554790895,61.27251732101617,16166.018475750578,42.1327400681053,32.88221709006928,33.0,0.0
2,always_on/echo_0.05,34,retained_trainable,128,15,0.593359375,0.2853127840432291,0.3333333333333333,0.5,1.0,0.25,17.1875,4.881005915792358,0.6953125,0.8651891494150952,2.546875,0.1481818181818182,0.10909090909090909,0.11583011583011583,106.8984375,31291.6953125,76.49041749536991,32.875,33.0,0.0
2,always_on/echo_0.05,35,all_candidates,471,49,0.8521231422505309,0.28268248451839084,0.3333333333333333,1.0,1.0,0.7643312101910829,10.62208067940552,6.723020369555403,0.23142250530785563,0.9021219972675278,1.3970276008492568,0.13152108734759144,0.0787527483509894,0.12268314210061783,68.95329087048832,17299.1974522293,44.82239134600208,33.859872611464965,34.0,0.0
2,always_on/echo_0.05,35,retained_trainable,128,15,0.6641927083333333,0.3602726701975547,0.0,0.8,1.0,0.4609375,16.109375,5.1451347999226416,0.5234375,0.8983578927119706,1.9765625,0.12269641125121242,0.07904946653734239,0.11013443640124095,106.671875,28238.390625,69.838584208861,33.75,34.0,0.0
2,always_on/echo_0.05,36,all_candidates,478,61,0.8725244072524407,0.26346464292201127,0.5,1.0,1.0,0.7719665271966527,9.50418410041841,6.9801709033937005,0.2112970711297071,0.940048650005886,0.897489539748954,0.09443099273607748,0.06867708562623817,0.15030750307503074,68.5397489539749,15379.384937238494,40.67698417198708,34.84309623430963,35.0,0.0
2,always_on/echo_0.05,36,retained_trainable,128,16,0.6567708333333333,0.3044978041963795,0.23500000000000004,0.6666666666666666,1.0,0.3203125,16.7890625,4.99320216605474,0.6171875,0.9146995907738095,1.6875,0.10051186598417869,0.07166123778501629,0.10143493320138545,109.3828125,30425.375,70.37395957112312,34.8125,35.0,0.0
2,always_on/echo_0.05,37,all_candidates,541,68,0.8656808379544054,0.2681146255966994,0.3333333333333333,1.0,1.0,0.7707948243992606,10.1090573012939,6.997829821929052,0.22920517560073936,0.9254507417555436,1.121996303142329,0.11098921192174072,0.06984823550923386,0.13210227272727273,65.3068391866913,16484.090573012938,43.126998100174994,35.90203327171904,36.0,0.0
2,always_on/echo_0.05,37,retained_trainable,128,15,0.6432291666666666,0.33492094255274135,0.1400000000000002,0.6666666666666666,1.0,0.359375,17.1171875,4.9031576142159405,0.640625,0.8874407943251065,2.1875,0.12779552715654952,0.0807850296668188,0.10227823557925352,108.8203125,31226.9765625,73.89148866944015,35.8125,36.0,0.0
2,always_on/echo_0.05,38,all_candidates,565,61,0.8692625368731564,0.2478901073305367,0.5,1.0,1.0,0.7575221238938054,8.87433628318584,6.994318538365061,0.22300884955752212,0.9230857114017612,1.1221238938053097,0.12644595133625847,0.07678500199441564,0.12137559002022927,53.75221238938053,14418.766371681417,37.1336350900937,36.80176991150442,37.0,0.0
2,always_on/echo_0.05,38,retained_trainable,128,14,0.5635416666666666,0.272325616348232,0.3333333333333333,0.6,1.0,0.1796875,17.7109375,4.12339427790913,0.734375,0.8723462991914883,2.53125,0.14292015880017644,0.08998676665196295,0.09069658719027583,113.140625,32659.078125,77.91302020661533,36.75,37.0,0.0
2,always_on/echo_0.05,39,all_candidates,644,71,0.8810559006211179,0.24891758009114823,0.5,1.0,1.0,0.7795031055900621,9.891304347826088,6.934519748128638,0.2204968944099379,0.9220738242289283,1.1661490683229814,0.11789638932496076,0.07582417582417582,0.11543835137967168,64.91304347826087,16043.60248447205,41.75194773910949,37.89596273291925,38.0,0.0
2,always_on/echo_0.05,39,retained_trainable,128,13,0.70625,0.2622270406219262,0.3333333333333333,0.7083333333333333,1.0,0.3203125,16.5,5.5747757802444395,0.6796875,0.8725555694305694,2.3515625,0.1425189393939394,0.0928030303030303,0.07106854838709678,106.828125,29833.2421875,70.30432374216616,38.0,38.0,0.0
2,always_on/echo_0.05,40,all_candidates,640,65,0.8907031249999999,0.2373152250318151,0.5,1.0,1.0,0.8078125,9.1125,6.83487152403028,0.1921875,0.9254465657375391,1.0296875,0.11299725651577504,0.07373113854595337,0.1051617873651772,63.6484375,14554.1140625,37.73485831953585,38.8765625,39.0,0.0
2,always_on/echo_0.05,40,retained_trainable,128,12,0.726953125,0.3037891570964985,0.3333333333333333,0.75,1.0,0.484375,16.4921875,4.405245619127695,0.515625,0.910557538597883,1.6328125,0.09900521080056846,0.07863571766935101,0.0670700958144226,118.1796875,30054.90625,71.75621889159083,38.8125,39.0,0.0
2,always_on/echo_0.05,41,all_candidates,570,62,0.8738304093567251,0.2571754782237947,0.5,1.0,1.0,0.7719298245614035,9.261403508771929,7.143154111577187,0.23157894736842105,0.9131289581546223,1.2649122807017543,0.1365788975184694,0.08221254025383595,0.10469314079422383,64.55614035087719,15158.4,39.70200833437735,39.87543859649123,40.0,0.0
