run,independent_runs,generated_candidates_mean,generated_candidates_sd,retained_trainable_mean,retained_trainable_sd,retained_fraction_mean,retained_fraction_sd,extra_rollouts_mean,extra_rollouts_sd,extra_per_step_mean,extra_per_step_sd,candidates_per_retained_mean,candidates_per_retained_sd,mean_turns_all_mean,mean_turns_all_sd,mean_turns_retained_mean,mean_turns_retained_sd,turn_limit_rate_all_mean,turn_limit_rate_all_sd,turn_limit_rate_retained_mean,turn_limit_rate_retained_sd,invalid_action_rate_all_mean,invalid_action_rate_all_sd,invalid_action_rate_retained_mean,invalid_action_rate_retained_sd,turns_1-25_mean,turns_1-25_sd,turn_limit_1-25_mean,turn_limit_1-25_sd,extra_per_step_1-25_mean,extra_per_step_1-25_sd,turns_26-50_mean,turns_26-50_sd,turn_limit_26-50_mean,turn_limit_26-50_sd,extra_per_step_26-50_mean,extra_per_step_26-50_sd,turns_51-75_mean,turns_51-75_sd,turn_limit_51-75_mean,turn_limit_51-75_sd,extra_per_step_51-75_mean,extra_per_step_51-75_sd,turns_76-100_mean,turns_76-100_sd,turn_limit_76-100_mean,turn_limit_76-100_sd,extra_per_step_76-100_mean,extra_per_step_76-100_sd
always_on/rl_only,3,83691.66666666667,7357.06193621702,12803.666666666666,3.2145502536643185,0.15375584521823896,0.013143226086215303,70888.0,7359.968138517992,708.88,73.59968138517989,6.536626247220546,0.5761664397768919,9.666045541775341,0.5099353760834233,18.55814905698187,0.1474640330758194,0.24277995994955145,0.02380027760925977,0.8342127891882748,0.011493428262698935,0.12739478276944896,0.017252625391696485,0.18256324937362556,0.018469682331897972,16.5877014409072,0.06184137255351641,0.6710710570120683,0.011374672889607966,154.97333333333333,5.122551447602394,18.76220937144934,0.2725299226607806,0.8344677950443008,0.03578725847284205,809.5466666666666,34.45856255465882,19.391986388715384,0.46746089458427126,0.9183466062877369,0.04672229729365281,913.7866666666667,28.810701715392682,19.49142458736853,0.1612414918922951,0.9130318650421744,0.020620056710368276,957.2133333333333,272.23784992784033
always_on/echo_0.05,3,75863.66666666667,1765.975745397805,12807.666666666666,2.0816659994661326,0.1688867912072919,0.0039962970897717935,63056.0,1767.8158840784297,630.5600000000001,17.678158840784313,5.923314455768176,0.1387232596758874,9.6054395266737,0.24999081383726993,17.999023784008926,0.19969072130990573,0.24214857816236704,0.009855223458007824,0.7804989695552371,0.032394986512102944,0.10584886116840153,0.018378049206730442,0.15212841975856825,0.03572877539871716,15.878245850434746,0.18868300352510173,0.6313494578183683,0.01937884887107027,106.18666666666667,13.988814579274873,17.722484165769263,0.35486859272557336,0.7202883497439568,0.02710720601782789,541.4666666666667,19.01285179380868,19.082519116729088,0.597137045823057,0.87229088639201,0.10961055872670092,942.0266666666666,217.68600261232544,19.314586685150473,0.31666700327160585,0.8982445589919816,0.04176123738492711,932.56,163.86544236049278
always_on/echo_0.5,3,64401.0,5941.048644810106,12806.0,2.0,0.1999355306185399,0.017695573370951873,51595.0,5939.141436268377,515.9499999999999,59.391414362683754,5.028924815261784,0.463154038926221,9.161932785750594,0.3065154582954798,17.34055130564541,0.3266855760729793,0.23284774116377804,0.019743929351188256,0.7185979048795349,0.023943020300705362,0.09635426699670958,0.011150184330685814,0.1388756665151912,0.005801900925207172,15.708389738071304,0.13979084971029357,0.6459817197469478,0.003003095401130611,67.69333333333333,7.336956680622647,16.258965847289932,0.40668876130456777,0.6404210310607965,0.03327099220406841,250.1866666666667,58.92092780441711,18.477751871490955,0.4925713634810673,0.770821636514868,0.04168341607184856,790.8000000000001,77.22519796025126,18.917711853358366,0.3930904874466792,0.8172202231956612,0.029193826321264764,955.12,162.19989642413455
always_on/echo_1.0,3,49694.0,4376.175499223037,12807.0,2.0,0.2590068009025693,0.021978970136995648,36887.0,4376.618329258333,368.86999999999995,43.76618329258332,3.880229682681352,0.3418229999599086,10.03046822779764,0.5465491806508078,17.16775030209332,0.2943709907592223,0.2830523526154895,0.02720893416104994,0.7068544573120765,0.0200132958455939,0.09376652631524356,0.01741432402407717,0.12686246212245975,0.019583060962490847,15.619142918337083,0.1929840181268734,0.6456095838214417,0.0033150093386875744,57.35999999999999,6.971140509271061,16.11793102599392,0.46905837531670963,0.6328493533847563,0.01293624085794775,226.42666666666665,24.36001094690504,18.0865058844395,0.3342891789003884,0.7323177030077458,0.03316266926132144,513.0266666666666,63.49995065614881,18.84726795860354,0.29315691997072274,0.8166192655816914,0.05449783911223547,678.6666666666666,134.75645785391262
