run,step,population,rollouts,unique_tasks,reward_mean,reward_std,reward_p10,reward_median,reward_p90,success_rate,turns_mean,turns_std,ran_out_of_turns_rate,grounding_mean,invalid_actions_mean,invalid_action_rate,unrecognized_feedback_rate,adjacent_action_repeat_rate,completion_tokens_mean,prompt_tokens_processed_mean,generation_seconds_mean,policy_version_mean,policy_version_max,error_rate
always_on/echo_0.05,10,retained_trainable,132,17,0.49671717171717167,0.3973578531280159,0.0,0.5,1.0,0.3181818181818182,16.40909090909091,6.1211933693082115,0.6818181818181818,0.719921294820148,5.356060606060606,0.32640812557710064,0.23591874422899353,0.17256637168141592,93.46212121212122,27513.522727272728,72.29197897694327,8.787878787878787,9.0,0.0
always_on/echo_0.05,11,all_candidates,230,27,0.7456521739130435,0.35067971924598546,0.0,1.0,1.0,0.5956521739130435,12.121739130434783,7.4321836291338,0.40869565217391307,0.7485837556873363,3.9782608695652173,0.3281922525107604,0.23314203730272598,0.13878029710711492,69.62608695652175,19171.591304347825,50.34883629135464,9.7,10.0,0.0
always_on/echo_0.05,11,retained_trainable,128,14,0.60546875,0.3450550314339467,0.0,0.5,1.0,0.3359375,17.0703125,4.7601595196320625,0.671875,0.6543389451133017,6.34375,0.3716247139588101,0.2745995423340961,0.12591152163344677,101.03125,27911.1875,71.78482592478395,9.6875,10.0,0.0
always_on/echo_0.05,12,all_candidates,231,31,0.5624819624819625,0.42603386575864255,0.0,0.5,1.0,0.44155844155844154,13.64935064935065,7.504283741311934,0.5367965367965368,0.7428460042965893,4.35064935064935,0.31874405328258804,0.241674595623216,0.12457221081451061,75.98268398268398,22197.861471861474,59.07448054185677,10.761904761904763,11.0,0.0
always_on/echo_0.05,12,retained_trainable,126,16,0.5582010582010581,0.3973387332277618,0.0,0.5,1.0,0.38095238095238093,15.182539682539682,6.579671427183514,0.5873015873015873,0.711021403442714,4.714285714285714,0.3105070569785677,0.23261892315734448,0.14717403469501958,83.0079365079365,24546.85714285714,65.47558267343612,10.619047619047619,11.0,0.0
always_on/echo_0.05,13,all_candidates,225,32,0.7865925925925925,0.29501495161012664,0.3333333333333333,1.0,1.0,0.6311111111111111,11.231111111111112,7.915661612615341,0.38222222222222224,0.8266608794446771,3.151111111111111,0.2805698456667986,0.2077562326869806,0.13770634231103387,63.72888888888889,18191.911111111112,48.02338187641568,11.715555555555556,12.0,0.0
always_on/echo_0.05,13,retained_trainable,128,16,0.6998697916666666,0.3056719040194912,0.3333333333333333,0.6666666666666666,1.0,0.46875,15.4609375,6.179480085014737,0.546875,0.7592814036279231,4.4765625,0.28954017180394137,0.21677614957049016,0.14208535926526203,90.25,25809.3046875,67.26320370286703,11.5,12.0,0.0
always_on/echo_0.05,14,all_candidates,188,26,0.8532801418439716,0.276667836463354,0.5,1.0,1.0,0.75,9.24468085106383,7.374750151141459,0.25,0.8715320878884708,1.9202127659574468,0.20771001150747986,0.1524741081703107,0.1774193548387097,51.191489361702125,14466.175531914894,37.185745679317634,12.579787234042554,13.0,0.0
always_on/echo_0.05,14,retained_trainable,128,16,0.7845052083333334,0.31241793084671043,0.3333333333333333,1.0,1.0,0.6328125,11.640625,7.434857067178561,0.3671875,0.8459047679750805,2.5859375,0.2221476510067114,0.1691275167785235,0.17400881057268722,66.5625,18837.8203125,47.79424053058028,12.4375,13.0,0.0
always_on/echo_0.05,15,all_candidates,206,28,0.6339805825242718,0.3665704664189105,0.0,0.6666666666666666,1.0,0.4320388349514563,14.228155339805825,7.326066209896815,0.5728155339805825,0.7886550275506586,3.9514563106796117,0.2777209143636984,0.21323780279767998,0.11045871559633028,78.48543689320388,23889.09223300971,63.67179974653188,13.71359223300971,14.0,0.0
always_on/echo_0.05,15,retained_trainable,128,16,0.5671875,0.3781232064925326,0.0,0.5,1.0,0.3359375,16.234375,6.073102037622536,0.671875,0.7454445619484682,4.8125,0.2964388835418672,0.23243503368623677,0.12,87.8984375,27420.3828125,72.22054158896208,13.5625,14.0,0.0
always_on/echo_0.05,16,all_candidates,219,30,0.7575342465753425,0.3513947107440464,0.25,1.0,1.0,0.639269406392694,11.858447488584474,7.527305506176537,0.3835616438356164,0.875360951727634,1.817351598173516,0.15325375433192145,0.11590296495956873,0.18292682926829268,64.65753424657534,19378.9497716895,51.142973716944866,14.721461187214611,15.0,0.0
always_on/echo_0.05,16,retained_trainable,128,16,0.66328125,0.384302214060459,0.0,1.0,1.0,0.5078125,15.296875,5.832772945552998,0.5234375,0.8650033171565921,1.9609375,0.12819203268641471,0.10469867211440245,0.20382513661202187,82.6640625,25587.0625,66.94123056344688,14.75,15.0,0.0
always_on/echo_0.05,17,all_candidates,250,33,0.7822666666666667,0.3587028730176427,0.0,1.0,1.0,0.692,9.144,7.617037744425322,0.288,0.9174817118553961,1.296,0.14173228346456693,0.10279965004374453,0.1974459724950884,51.492,15059.612,38.56527787685394,15.704,16.0,0.0
always_on/echo_0.05,17,retained_trainable,126,16,0.6981481481481482,0.3614175880300899,0.0,1.0,1.0,0.5317460317460317,12.674603174603174,7.237281526246485,0.42857142857142855,0.8866586258816835,1.8095238095238095,0.1427676894176581,0.10519724483406387,0.20054384772263767,74.61111111111111,21791.214285714286,54.17833021519676,15.619047619047619,16.0,0.0
always_on/echo_0.05,18,all_candidates,274,36,0.7502433090024331,0.3435920493205349,0.25,1.0,1.0,0.6240875912408759,11.565693430656934,7.705651901979636,0.3795620437956204,0.9259287814698992,1.3467153284671534,0.11644051751341117,0.07983591038182392,0.2525043177892919,58.948905109489054,19220.91605839416,51.08548071958723,16.73722627737226,17.0,0.0
always_on/echo_0.05,18,retained_trainable,128,16,0.7075520833333333,0.3534604440128638,0.2,1.0,1.0,0.546875,15.28125,5.379267927655212,0.4609375,0.8998180339451141,1.640625,0.10736196319018405,0.08333333333333333,0.25437636761487964,78.2421875,25637.015625,67.69949445687234,16.625,17.0,0.0
always_on/echo_0.05,19,all_candidates,227,30,0.7368575624082233,0.3230003625991585,0.3333333333333333,1.0,1.0,0.5330396475770925,11.625550660792952,8.081951340617135,0.44933920704845814,0.9053805836845485,1.696035242290749,0.14588859416445624,0.10231148162182645,0.21434494195688225,62.502202643171806,19774.05286343612,51.73151343614519,17.726872246696036,18.0,0.0
always_on/echo_0.05,19,retained_trainable,128,16,0.5567708333333333,0.3452268621812732,0.0,0.5,1.0,0.2578125,16.34375,6.107676394300864,0.7109375,0.8546099950396825,2.5859375,0.15822179732313577,0.11567877629063097,0.2265784114052953,86.7578125,28462.5625,72.61004946567118,17.5625,18.0,0.0
always_on/echo_0.05,20,all_candidates,235,28,0.734468085106383,0.3643104673128851,0.0,1.0,1.0,0.6085106382978723,11.157446808510638,7.982207466259237,0.39574468085106385,0.9202663106605534,1.4553191489361703,0.13043478260869565,0.09763539282990084,0.27147046501885214,56.638297872340424,18385.08510638298,48.17596200171938,18.748936170212765,19.0,0.0
always_on/echo_0.05,20,retained_trainable,128,14,0.66875,0.3503780200646788,0.1400000000000002,0.6666666666666666,1.0,0.46875,15.390625,6.009412376378825,0.5390625,0.8987962213950266,1.78125,0.11573604060913706,0.09492385786802031,0.2915309446254072,78.0390625,25738.4921875,66.87638431601226,18.625,19.0,0.0
always_on/echo_0.05,21,all_candidates,287,36,0.7695121951219512,0.31865874141895956,0.3333333333333333,1.0,1.0,0.6132404181184669,11.59233449477352,7.849033571059019,0.39372822299651566,0.9173901515386506,1.3449477351916377,0.11602043883378418,0.08415990381725277,0.2513157894736842,61.30662020905923,20086.83275261324,52.92132802707393,19.721254355400696,20.0,0.0
always_on/echo_0.05,21,retained_trainable,132,17,0.6352272727272726,0.32363835273950836,0.2,0.5,1.0,0.3712121212121212,16.893939393939394,4.832430807727972,0.6363636363636364,0.8631240362013651,2.340909090909091,0.13856502242152466,0.09820627802690583,0.26739752144899903,88.26515151515152,30023.371212121212,78.20544122024016,19.757575757575758,20.0,0.0
always_on/echo_0.05,22,all_candidates,423,44,0.7730496453900709,0.33130584878110714,0.25,1.0,1.0,0.6312056737588653,10.926713947990544,7.667858083865219,0.3640661938534279,0.9223670871404881,1.4633569739952719,0.13392470791864994,0.09324967546516659,0.21552750654917838,59.829787234042556,18155.08510638298,47.63725734771566,20.846335697399528,21.0,0.0
always_on/echo_0.05,22,retained_trainable,128,16,0.71875,0.2807943840448222,0.3333333333333333,0.6666666666666666,1.0,0.40625,15.75,5.840323193111833,0.578125,0.8854793503575673,2.1875,0.1388888888888889,0.10863095238095238,0.2086864406779661,88.2890625,27350.953125,68.37267305888236,20.9375,21.0,0.0
always_on/echo_0.05,23,all_candidates,220,31,0.7831060606060606,0.3179498703636772,0.25,1.0,1.0,0.6363636363636364,11.5,7.720986748054704,0.37272727272727274,0.928897175704803,1.231818181818182,0.10711462450592886,0.07944664031620553,0.22770562770562772,63.56363636363636,19322.55,50.871926537427036,21.772727272727273,22.0,0.0
always_on/echo_0.05,23,retained_trainable,126,16,0.7244708994708995,0.3276209371057582,0.3333333333333333,1.0,1.0,0.5079365079365079,15.26984126984127,5.901859672497505,0.5079365079365079,0.8914276083734657,1.8412698412698412,0.12058212058212059,0.09251559251559252,0.23526140155728587,85.4920634920635,26139.18253968254,68.07957334934719,21.682539682539684,22.0,0.0
always_on/echo_0.05,24,all_candidates,293,37,0.7829351535836178,0.3095478995695115,0.3333333333333333,1.0,1.0,0.6382252559726962,10.426621160409557,7.661720004663405,0.3447098976109215,0.9402404702656184,1.0887372013651877,0.1044189852700491,0.06644844517184943,0.2624909485879797,54.7542662116041,17201.33447098976,44.825276153486335,22.78839590443686,23.0,0.0
always_on/echo_0.05,24,retained_trainable,130,17,0.606923076923077,0.3330433650018104,0.15000000000000005,0.5,1.0,0.35384615384615387,15.36923076923077,6.4773433081288,0.6076923076923076,0.92091283435413,1.5461538461538462,0.1006006006006006,0.06706706706706707,0.27194860813704497,80.9076923076923,26655.476923076923,68.18046822547913,22.50769230769231,23.0,0.0
always_on/echo_0.05,25,all_candidates,320,41,0.7914583333333334,0.3215413589044357,0.25,1.0,1.0,0.68125,10.825,7.437699577154215,0.3125,0.9461541285136003,0.96875,0.0894919168591224,0.053983833718244806,0.2652671755725191,56.8625,17840.575,46.828753903508186,23.796875,24.0,0.0
always_on/echo_0.05,25,retained_trainable,128,16,0.6765625,0.33267798533579485,0.25,0.6,1.0,0.484375,16.1171875,5.018125107033876,0.53125,0.9100783452738996,1.640625,0.10179350460494425,0.06107610276296655,0.28268733850129196,85.84375,27884.671875,70.0072780419141,23.8125,24.0,0.0
always_on/echo_0.05,26,all_candidates,334,42,0.8066367265469062,0.29316912552791796,0.3333333333333333,1.0,1.0,0.6497005988023952,10.610778443113773,7.718746368537494,0.344311377245509,0.9381528492795896,1.2095808383233533,0.11399548532731377,0.0744920993227991,0.22492211838006232,56.73053892215569,17871.215568862277,46.61283638448772,24.781437125748504,25.0,0.0
always_on/echo_0.05,26,retained_trainable,128,16,0.6256510416666666,0.3211504273359785,0.17500000000000027,0.6666666666666666,1.0,0.3046875,16.6015625,5.3199797987016595,0.6484375,0.9029589138286893,1.921875,0.11576470588235294,0.08658823529411765,0.2258387581372058,90.328125,29637.3359375,73.64804069511592,24.6875,25.0,0.0
always_on/echo_0.05,27,all_candidates,280,37,0.7307738095238095,0.36012894024192676,0.2,1.0,1.0,0.6071428571428571,12.303571428571429,7.40202588788353,0.4035714285714286,0.9347021386152302,1.1857142857142857,0.09637155297532655,0.06269956458635705,0.25529225908372827,62.94642857142857,21032.85,55.45838052885873,25.789285714285715,26.0,0.0
always_on/echo_0.05,27,retained_trainable,128,16,0.6610677083333333,0.3412426061454152,0.2,0.6666666666666666,1.0,0.453125,15.7890625,5.428012331516367,0.5703125,0.9055381327210371,1.7578125,0.11133102424542306,0.07718951014349332,0.21870047543581617,84.3828125,27852.140625,72.95703245140612,25.6875,26.0,0.0
always_on/echo_0.05,28,all_candidates,404,50,0.8381188118811882,0.29018683175650994,0.3333333333333333,1.0,1.0,0.7277227722772277,9.928217821782178,7.421356377860259,0.2698019801980198,0.9570179152118083,0.8094059405940595,0.08152580403889305,0.049862877088007976,0.26060438037149986,51.222772277227726,16392.230198019803,42.56464022929126,26.834158415841586,27.0,0.0
always_on/echo_0.05,28,retained_trainable,128,16,0.6921875,0.3304756246001528,0.3083333333333334,0.7083333333333333,1.0,0.453125,15.703125,5.596259039248898,0.53125,0.9320173917660857,1.2734375,0.08109452736318408,0.05572139303482587,0.24229543039319873,82.796875,27934.984375,69.71597958169878,26.6875,27.0,0.0
always_on/echo_0.05,29,all_candidates,374,47,0.7757575757575758,0.3388960171676775,0.25,1.0,1.0,0.6631016042780749,10.810160427807487,7.6149868751004925,0.33689839572192515,0.9505873063933982,0.9197860962566845,0.0850853326737571,0.046500123670541675,0.23684927773235215,54.855614973262036,18051.16844919786,47.43452206716181,27.87433155080214,28.0,0.0
always_on/echo_0.05,29,retained_trainable,128,16,0.6729166666666666,0.33734564371477116,0.25,0.6666666666666666,1.0,0.453125,15.2890625,5.839189187814842,0.546875,0.940656042960791,1.140625,0.0746039856923863,0.0516096065406234,0.23072717331875342,79.828125,26660.09375,68.94620399922132,27.75,28.0,0.0
always_on/echo_0.05,30,all_candidates,395,43,0.8370042194092827,0.2698046357516018,0.4,1.0,1.0,0.7088607594936709,10.802531645569621,7.335124008746008,0.2936708860759494,0.9536977411688389,0.8708860759493671,0.08061870166393251,0.048277478322006094,0.24328512396694216,56.756962025316454,18402.8,48.115410389477695,28.754430379746836,29.0,0.0
always_on/echo_0.05,30,retained_trainable,128,14,0.6688802083333333,0.31516482607423224,0.3333333333333333,0.6666666666666666,1.0,0.4140625,17.8125,3.2733535937933746,0.59375,0.9118278664261757,1.7109375,0.09605263157894736,0.05701754385964912,0.2225836431226766,96.5234375,33012.65625,82.36910739168525,28.75,29.0,0.0
always_on/echo_0.05,31,all_candidates,533,68,0.8287367104440274,0.30874312118177966,0.25,1.0,1.0,0.7335834896810507,9.656660412757974,7.295963680892205,0.2626641651031895,0.9619179580657777,0.6848030018761726,0.07091509617252768,0.042160481834078105,0.22496749024707413,51.24953095684803,15664.227016885554,40.72459472142733,29.868667917448406,30.0,0.0
always_on/echo_0.05,31,retained_trainable,130,17,0.6516666666666667,0.33397278408999215,0.2,0.6666666666666666,1.0,0.38461538461538464,16.130769230769232,5.38857546686786,0.5923076923076923,0.9331309450915309,1.2923076923076924,0.08011444921316166,0.06151645207439199,0.19318759532282664,91.20769230769231,28274.03846153846,70.16080680260292,29.861538461538462,30.0,0.0
always_on/echo_0.05,32,all_candidates,361,45,0.7810710987996305,0.3320130234813265,0.25,1.0,1.0,0.6565096952908587,10.67590027700831,7.691971627196829,0.3462603878116344,0.9384881068587748,1.1578947368421053,0.1084587441619097,0.059159314997405295,0.19381620383624393,56.745152354570635,18374.0,48.128447310085775,30.86426592797784,31.0,0.0
always_on/echo_0.05,32,retained_trainable,128,15,0.6169270833333333,0.34018979827417867,0.0,0.6666666666666666,1.0,0.34375,16.6640625,5.484747806061255,0.65625,0.8793745193346707,2.2890625,0.1373652133145804,0.07266760431317393,0.19251870324189527,90.109375,31028.8828125,76.20495377480984,30.6875,31.0,0.0
always_on/echo_0.05,33,all_candidates,424,48,0.8226808176100628,0.2883569969003458,0.3333333333333333,1.0,1.0,0.7028301886792453,10.287735849056604,7.339299781908002,0.294811320754717,0.9430061094565811,1.0471698113207548,0.10178817056396149,0.0442457588262265,0.19756221432199086,56.2688679245283,17079.544811320753,44.41276968706329,31.830188679245282,32.0,0.0
always_on/echo_0.05,33,retained_trainable,128,15,0.6157552083333333,0.3444708892624486,0.2,0.55,1.0,0.390625,16.2421875,5.400732146185714,0.6015625,0.8982762029637029,1.9140625,0.11784511784511785,0.05675805675805676,0.176832393644285,91.0,29150.1015625,71.5267834495753,31.875,32.0,0.0
always_on/echo_0.05,34,all_candidates,536,67,0.8663246268656717,0.2663115388883721,0.5,1.0,1.0,0.7723880597014925,9.934701492537313,6.885892260580769,0.24253731343283583,0.9594219330310546,0.7201492537313433,0.07248826291079812,0.04093896713615024,0.20902067237419086,53.684701492537314,16128.423507462687,41.834905530979384,32.850746268656714,33.0,0.0
always_on/echo_0.05,34,retained_trainable,128,16,0.721484375,0.3145291919728304,0.3083333333333334,0.8,1.0,0.484375,16.0390625,5.110348483332007,0.5546875,0.9301957210114984,1.296875,0.08085728202630298,0.05552849488553337,0.1838961038961039,90.546875,28490.6484375,69.44055015593767,32.8125,33.0,0.0
always_on/echo_0.05,35,all_candidates,473,57,0.7747357293868922,0.3410541107147291,0.25,1.0,1.0,0.6680761099365751,10.843551797040169,7.461589143292477,0.3382663847780127,0.9498355424835832,0.9386892177589852,0.08656658217976214,0.04133359329303958,0.1950171821305842,58.13319238900634,18410.731501057082,48.42100869727185,33.86469344608879,34.0,0.0
always_on/echo_0.05,35,retained_trainable,128,15,0.558203125,0.31295797062724456,0.2,0.5,1.0,0.2734375,18.359375,3.289980943618823,0.75,0.897846095253216,1.8984375,0.10340425531914893,0.05191489361702128,0.18181818181818182,102.8203125,34356.6171875,84.98604518547654,33.8125,34.0,0.0
always_on/echo_0.05,36,all_candidates,488,49,0.8554986338797814,0.26473631414537296,0.3333333333333333,1.0,1.0,0.7459016393442623,10.40983606557377,7.119592107445777,0.26844262295081966,0.958562663799176,0.7459016393442623,0.07165354330708662,0.03543307086614173,0.1916376306620209,56.71106557377049,17110.063524590165,44.65970060962145,34.88729508196721,35.0,0.0
always_on/echo_0.05,36,retained_trainable,128,13,0.6834635416666667,0.3070319954666523,0.2,0.6666666666666666,1.0,0.40625,18.265625,2.9033503680015955,0.640625,0.8989789589925039,1.9453125,0.10650128314798973,0.05175363558597092,0.1515837104072398,100.6640625,33364.7421875,83.53322096541524,34.875,35.0,0.0
always_on/echo_0.05,37,all_candidates,804,74,0.8458333333333333,0.2881652840449208,0.3333333333333333,1.0,1.0,0.7475124378109452,9.555970149253731,7.342583605861031,0.26243781094527363,0.9601806074382723,0.7201492537313433,0.07536118703631393,0.032539372640895486,0.18956243640063963,52.67537313432836,15909.468905472637,41.057553127630435,35.931592039801,36.0,0.0
always_on/echo_0.05,37,retained_trainable,128,14,0.625390625,0.30503560843303096,0.2,0.6666666666666666,1.0,0.2890625,18.3984375,3.4851018720539217,0.7421875,0.9036390577865762,1.890625,0.10276008492569003,0.04501061571125265,0.16344858554108666,104.046875,34203.8515625,81.0153427850455,36.0,36.0,0.0
always_on/echo_0.05,38,all_candidates,638,67,0.8346394984326019,0.28940726720608706,0.3333333333333333,1.0,1.0,0.719435736677116,10.661442006269592,7.08909616530867,0.2852664576802508,0.958489384296194,0.7398119122257053,0.06939135548368126,0.030138194648632755,0.19208306294613886,58.21786833855799,17576.48119122257,45.87735112969031,36.89498432601881,37.0,0.0
always_on/echo_0.05,38,retained_trainable,128,14,0.6953125,0.2897926214637997,0.25,0.8,1.0,0.3671875,17.6875,3.707572487490973,0.640625,0.9162174502054533,1.5625,0.08833922261484099,0.04240282685512368,0.1596441947565543,102.171875,31830.6640625,77.90876314416528,36.875,37.0,0.0
always_on/echo_0.05,39,all_candidates,597,64,0.8723618090452261,0.2656967735558441,0.4600000000000002,1.0,1.0,0.7906197654941374,9.279731993299832,7.006133321296213,0.21775544388609716,0.9670211270009799,0.5862646566164154,0.0631768953068592,0.025090252707581227,0.2043293546429294,51.89447236180904,14999.934673366834,38.95501489255896,37.89782244556114,38.0,0.0
always_on/echo_0.05,39,retained_trainable,128,16,0.63515625,0.33169672690801916,0.2,0.6666666666666666,1.0,0.3828125,17.6640625,3.945482669597441,0.6328125,0.9105625233201181,1.6875,0.09553295002211411,0.034055727554179564,0.17862165963431786,103.953125,32275.9453125,78.56815747357905,37.5625,38.0,0.0
always_on/echo_0.05,40,all_candidates,912,74,0.8358918128654971,0.28545521934737667,0.3333333333333333,1.0,1.0,0.7247807017543859,10.470394736842104,7.158389803651722,0.27850877192982454,0.9587969230920032,0.7653508771929824,0.07309665933605614,0.032359409362236885,0.19092277411138125,56.733552631578945,17323.01754385965,45.10187059274891,38.92982456140351,39.0,0.0
always_on/echo_0.05,40,retained_trainable,128,11,0.5807291666666666,0.25578750183257587,0.3333333333333333,0.5,1.0,0.1640625,19.234375,1.8728503302119472,0.828125,0.9058431493485553,1.875,0.09748172217709179,0.04752233956133225,0.17180805484147388,106.453125,35617.6171875,85.5073659941554,38.875,39.0,0.0
always_on/echo_0.05,41,all_candidates,830,83,0.8485542168674698,0.27808856696490697,0.3333333333333333,1.0,1.0,0.744578313253012,9.965060240963856,7.069533031645559,0.25903614457831325,0.9508166966436111,0.8746987951807229,0.0877765687341313,0.03107242171442389,0.19809165434753392,53.75421686746988,16299.960240963856,42.37826023590134,39.903614457831324,40.0,0.0
always_on/echo_0.05,41,retained_trainable,128,12,0.51796875,0.29950486755661276,0.0,0.5,1.0,0.15625,18.9921875,2.447882036545828,0.8359375,0.8771351880094986,2.40625,0.12669683257918551,0.0427807486631016,0.17325227963525835,103.2109375,34633.0,83.3794369827956,39.8125,40.0,0.0
