variant,step,population,num_traces,reward_mean
rlonly,1,retained_trainable,134,0.4129353233830846
rlonly,2,retained_trainable,126,0.346031746031746
rlonly,3,retained_trainable,128,0.4915364583333333
rlonly,4,retained_trainable,128,0.48411458333333335
rlonly,5,retained_trainable,128,0.5852864583333334
rlonly,6,retained_trainable,128,0.5326822916666667
rlonly,7,retained_trainable,128,0.6052083333333333
rlonly,8,retained_trainable,128,0.530859375
rlonly,9,retained_trainable,128,0.6014322916666667
rlonly,10,retained_trainable,128,0.5221354166666666
rlonly,11,retained_trainable,126,0.5203703703703704
rlonly,12,retained_trainable,127,0.5220472440944882
rlonly,13,retained_trainable,128,0.6459635416666667
rlonly,14,retained_trainable,128,0.5959635416666667
rlonly,15,retained_trainable,128,0.50546875
rlonly,16,retained_trainable,128,0.6416666666666667
rlonly,17,retained_trainable,128,0.5610677083333333
rlonly,18,retained_trainable,128,0.6049479166666667
rlonly,19,retained_trainable,128,0.5196614583333333
rlonly,20,retained_trainable,127,0.6465879265091863
rlonly,21,retained_trainable,128,0.5873697916666667
rlonly,22,retained_trainable,128,0.5477864583333333
rlonly,23,retained_trainable,128,0.5162760416666666
rlonly,24,retained_trainable,128,0.5829427083333333
rlonly,25,retained_trainable,128,0.7225260416666667
rlonly,26,retained_trainable,128,0.577734375
rlonly,27,retained_trainable,128,0.6283854166666667
rlonly,28,retained_trainable,134,0.6621890547263681
rlonly,29,retained_trainable,128,0.6201822916666667
rlonly,30,retained_trainable,128,0.58125
rlonly,31,retained_trainable,128,0.698046875
rlonly,32,retained_trainable,128,0.59765625
rlonly,33,retained_trainable,128,0.5756510416666667
rlonly,34,retained_trainable,128,0.6290364583333333
rlonly,35,retained_trainable,128,0.5776041666666667
rlonly,36,retained_trainable,128,0.640625
rlonly,37,retained_trainable,128,0.5645833333333333
rlonly,38,retained_trainable,128,0.584375
rlonly,39,retained_trainable,128,0.5393229166666667
rlonly,40,retained_trainable,128,0.6208333333333333
rlonly,41,retained_trainable,122,0.6012295081967213
rlonly,42,retained_trainable,128,0.55859375
rlonly,43,retained_trainable,128,0.5514322916666666
rlonly,44,retained_trainable,128,0.6014322916666667
rlonly,45,retained_trainable,128,0.5092447916666667
rlonly,46,retained_trainable,128,0.5998697916666667
rlonly,47,retained_trainable,128,0.5557291666666667
rlonly,48,retained_trainable,128,0.6044270833333333
rlonly,49,retained_trainable,128,0.6018229166666667
rlonly,50,retained_trainable,128,0.5927083333333333
rlonly,51,retained_trainable,128,0.6632812499999999
rlonly,52,retained_trainable,128,0.6377604166666666
rlonly,53,retained_trainable,128,0.5729166666666666
rlonly,54,retained_trainable,128,0.6256510416666666
rlonly,55,retained_trainable,128,0.5036458333333333
rlonly,56,retained_trainable,128,0.605078125
rlonly,57,retained_trainable,128,0.6869791666666667
rlonly,58,retained_trainable,128,0.7100260416666666
rlonly,59,retained_trainable,128,0.605859375
rlonly,60,retained_trainable,128,0.6259114583333333
rlonly,61,retained_trainable,128,0.5571614583333333
rlonly,62,retained_trainable,128,0.6165364583333334
rlonly,63,retained_trainable,128,0.6375
rlonly,64,retained_trainable,128,0.6052083333333333
rlonly,65,retained_trainable,128,0.605078125
rlonly,66,retained_trainable,128,0.6890625
rlonly,67,retained_trainable,128,0.6265625
rlonly,68,retained_trainable,128,0.6263020833333334
rlonly,69,retained_trainable,128,0.6255208333333333
rlonly,70,retained_trainable,128,0.64375
rlonly,71,retained_trainable,128,0.6057291666666667
rlonly,72,retained_trainable,128,0.6190104166666667
rlonly,73,retained_trainable,128,0.5479166666666666
rlonly,74,retained_trainable,128,0.64140625
rlonly,75,retained_trainable,128,0.6192708333333333
rlonly,76,retained_trainable,128,0.6690104166666666
rlonly,77,retained_trainable,128,0.6395833333333333
rlonly,78,retained_trainable,128,0.6315104166666666
rlonly,79,retained_trainable,128,0.6109375
rlonly,80,retained_trainable,128,0.6
rlonly,81,retained_trainable,128,0.5751302083333333
rlonly,82,retained_trainable,128,0.6140625
rlonly,83,retained_trainable,128,0.679296875
rlonly,84,retained_trainable,128,0.5897135416666667
rlonly,85,retained_trainable,128,0.673828125
rlonly,86,retained_trainable,128,0.6
rlonly,87,retained_trainable,128,0.5895833333333333
rlonly,88,retained_trainable,128,0.6169270833333333
rlonly,89,retained_trainable,128,0.62578125
rlonly,90,retained_trainable,128,0.5958333333333333
rlonly,91,retained_trainable,128,0.65703125
rlonly,92,retained_trainable,128,0.5541666666666667
rlonly,93,retained_trainable,128,0.6083333333333333
rlonly,94,retained_trainable,128,0.5958333333333333
rlonly,95,retained_trainable,128,0.6002604166666666
rlonly,96,retained_trainable,128,0.62109375
rlonly,97,retained_trainable,128,0.6296875
rlonly,98,retained_trainable,128,0.6171875
rlonly,99,retained_trainable,128,0.6223958333333334
rlonly,100,retained_trainable,128,0.5755208333333334
echo005,1,retained_trainable,128,0.4147135416666667
echo005,2,retained_trainable,128,0.3572916666666667
echo005,3,retained_trainable,132,0.4482323232323232
echo005,4,retained_trainable,126,0.5441798941798941
echo005,5,retained_trainable,133,0.56265664160401
